Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,31328,,N/A,Referral,09/03/2013,Closed with explanation,Yes,No,509963
08/19/2013,Credit card,,Advertising and marketing,,,,Capital One,NY,12054,,N/A,Web,08/19/2013,Closed with explanation,Yes,Yes,495235
08/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,95823,,N/A,Referral,08/21/2013,Closed with explanation,Yes,No,495309
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,SC,29456,,N/A,Postal mail,09/03/2013,Closed with monetary relief,Yes,No,510485
09/11/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,AZ,85021,,N/A,Web,09/14/2013,Closed with explanation,Yes,Yes,524120
09/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"ProCollect, Inc",TX,77065,,N/A,Web,09/17/2013,Closed with explanation,Yes,No,531864
08/30/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,TX,77459,,N/A,Phone,09/03/2013,Closed with non-monetary relief,Yes,Yes,510128
08/30/2013,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,DC,20024,Older American,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,510487
09/11/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Sallie Mae,VT,05468,,N/A,Referral,09/11/2013,Closed with monetary relief,Yes,No,524129
09/06/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Residential Credit Solutions,NY,11725,,N/A,Referral,09/09/2013,Closed with explanation,Yes,No,517503
08/30/2013,Credit card,,Credit determination,,,,Synchrony Financial,NY,11791,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,Yes,510499
08/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MI,49441,Servicemember,N/A,Postal mail,09/06/2013,Closed with non-monetary relief,Yes,No,495038
09/17/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,NY,11742,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,530784
09/06/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MN,55387,,N/A,Web,09/06/2013,Closed with non-monetary relief,Yes,No,517291
09/06/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,"Portfolio Recovery Associates, Inc.",FL,33025,,N/A,Phone,09/06/2013,Closed with explanation,Yes,No,517443
09/06/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,Alorica Inc.,TX,77074,,N/A,Referral,09/06/2013,Closed with explanation,Yes,No,517520
08/12/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,GA,30038,,N/A,Phone,08/13/2013,Closed with explanation,Yes,No,488642
08/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,WI,54452,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,495268
08/19/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Pentagon FCU,GA,30076,,N/A,Web,08/20/2013,Closed with non-monetary relief,Yes,No,495270
08/12/2013,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",KS,66938,,N/A,Web,08/12/2013,Closed with explanation,Yes,No,488017
09/11/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,IL,60091,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524162
09/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"ATG Credit, LLC",OK,73007,,N/A,Web,09/25/2013,Closed with explanation,No,,517544
08/12/2013,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,KY,40356,"Older American, Servicemember",N/A,Phone,08/14/2013,Closed with explanation,Yes,No,488018
09/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Diversified Consultants, Inc.",OH,45383,,N/A,Phone,09/18/2013,Closed with explanation,Yes,No,530815
09/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Credit Systems International, Inc.",TX,75702,,N/A,Web,09/06/2013,Closed with explanation,Yes,No,517553
09/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MA,02151,,N/A,Postal mail,09/18/2013,Closed with explanation,Yes,No,531744
08/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,GA,30088,,N/A,Phone,09/03/2013,Closed with explanation,Yes,No,510020
08/12/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Pleasant Valley Home Mortgage Corporation,MN,55129,,N/A,Web,08/14/2013,Closed with explanation,No,,488029
09/17/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Royal United Mortgage LLC,CA,94518,,N/A,Web,11/22/2013,Closed with explanation,Yes,No,530819
08/30/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"SunTrust Banks, Inc.",IL,60616,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510565
08/12/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",NY,10025,,N/A,Web,08/12/2013,Closed with explanation,Yes,Yes,488629
08/30/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Deca Financial Services LLC,DC,20024,Older American,N/A,Postal mail,10/24/2013,Closed with monetary relief,Yes,No,510490
08/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Comerica,MI,48203,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,510543
09/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,BBVA Compass,CO,80221,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,531076
08/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,76103,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,495313
08/12/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Financial Asset Management Systems, Inc.",NJ,07718,,N/A,Postal mail,08/15/2013,Closed with explanation,Yes,No,488038
09/11/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,FL,33615,,N/A,Web,09/14/2013,Closed with non-monetary relief,Yes,No,523960
08/30/2013,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,DC,20024,Older American,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,510491
09/17/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,OR,97286,,N/A,Postal mail,09/18/2013,Closed with explanation,Yes,Yes,531707
08/30/2013,Credit card,,Credit determination,,,,"Citizens Financial Group, Inc.",MI,48336,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,510582
09/11/2013,Credit card,,Late fee,,,,U.S. Bancorp,CO,80918,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,524191
08/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",FL,34470,,N/A,Referral,08/20/2013,Closed with explanation,Yes,No,495052
09/06/2013,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,Capital One,CA,94505,,N/A,Web,09/06/2013,Closed with explanation,Yes,No,517588
08/30/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,Alternative Collections LLC,FL,33544,,N/A,Web,09/03/2013,Closed,No,No,510601
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,PA,15106,,N/A,Referral,09/18/2013,Closed with explanation,Yes,Yes,530843
09/06/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,07052,,N/A,Phone,09/06/2013,Closed with explanation,Yes,No,517593
08/19/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Allied International Credit Corporation,KS,67206,,N/A,Phone,08/20/2013,Closed with non-monetary relief,Yes,No,495341
08/12/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,OR,97207,,N/A,Web,08/12/2013,Closed with non-monetary relief,Yes,Yes,488056
09/06/2013,Credit card,,Billing disputes,,,,Capital One,TX,76033,,N/A,Web,09/06/2013,Closed with explanation,Yes,Yes,517599
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,VA,22906,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,510612
08/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,90638,Older American,N/A,Web,08/14/2013,Closed with explanation,Yes,No,488565
09/06/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,NorthStar Technologies,OK,74136,,N/A,Web,09/06/2013,Closed with explanation,No,No,518963
09/17/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"Unique Management Services, Inc",CA,90631,,N/A,Web,09/17/2013,Closed with explanation,Yes,No,533216
08/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Capital One,NY,11566,,N/A,Referral,08/14/2013,Closed with explanation,Yes,Yes,488064
09/06/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,"SunTrust Banks, Inc.",MA,04240,,N/A,Referral,09/06/2013,Closed with monetary relief,Yes,No,516827
08/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,BB&T Financial,MD,20774,,N/A,Referral,09/03/2013,Closed with explanation,Yes,No,511652
08/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,MO,64057,,N/A,Referral,09/03/2013,Closed with explanation,Yes,No,510748
09/17/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",FL,33136,,N/A,Web,09/17/2013,Closed with explanation,Yes,No,530093
08/30/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,GA,30344,,N/A,Phone,09/03/2013,Closed with explanation,Yes,No,510617
09/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"EOS Holdings, Inc.",MT,59808,,N/A,Web,09/06/2013,Closed with non-monetary relief,Yes,No,517625
09/06/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Synchrony Financial,FL,32131,,N/A,Referral,09/06/2013,Closed with explanation,Yes,No,517628
09/11/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Convergent Resources, Inc.",MD,21114,Servicemember,N/A,Web,09/14/2013,Closed with explanation,Yes,Yes,524229
09/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Capital One,TX,77081,Servicemember,N/A,Phone,09/13/2013,Closed with explanation,Yes,Yes,524231
09/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MI,48382,,N/A,Fax,09/18/2013,Closed with explanation,Yes,Yes,530099
08/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,93111,Older American,N/A,Postal mail,09/26/2013,Closed with explanation,Yes,No,495383
08/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",CA,93111,Older American,N/A,Postal mail,08/29/2013,Closed with explanation,Yes,No,495384
09/06/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,Nationstar Mortgage,NY,10520,,N/A,Web,09/06/2013,Closed with explanation,Yes,No,517644
09/11/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Capital One,ID,83638,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524238
09/11/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"National Credit Adjusters, LLC",AZ,85710,Older American,N/A,Phone,09/12/2013,Closed,Yes,Yes,522788
08/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Allied Interstate LLC,ME,04092,,N/A,Phone,09/03/2013,Closed with non-monetary relief,Yes,No,510642
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MS,39215,,N/A,Web,09/18/2013,Closed with explanation,Yes,Yes,531700
09/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",AZ,85741,,N/A,Web,09/06/2013,Closed with explanation,Yes,Yes,517656
08/30/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,First Data Corporation,SC,29203,,N/A,Web,08/30/2013,Closed,Yes,No,510658
08/30/2013,Credit card,,Delinquent account,,,,"Citizens Financial Group, Inc.",MI,48317,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,510668
08/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Round Point Mortgage,NC,27027,,N/A,Postal mail,08/15/2013,Closed with explanation,Yes,Yes,486941
09/06/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,TX,77034,,N/A,Web,09/06/2013,Closed with explanation,Yes,No,517651
08/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,AES/PHEAA,IN,46514,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510676
08/12/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,,,,N/A,Web,08/14/2013,Closed with explanation,Yes,Yes,487108
09/17/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,IL,62704,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,530887
09/06/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,GA,30318,"Older American, Servicemember",N/A,Phone,09/06/2013,Closed with explanation,Yes,No,517678
09/17/2013,Credit card,,Credit line increase/decrease,,,,"Citizens Financial Group, Inc.",MA,01020,,N/A,Phone,09/18/2013,Closed with explanation,Yes,No,530888
08/19/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,NY,11223,,N/A,Web,08/23/2013,Closed with non-monetary relief,Yes,No,495434
09/17/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Citibank,AZ,85308,,N/A,Postal mail,09/18/2013,Closed with explanation,Yes,No,531367
08/19/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,92069,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495428
09/17/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,"TransUnion Intermediate Holdings, Inc.",TX,75070,,N/A,Web,09/17/2013,Closed with explanation,Yes,No,531867
09/11/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Higher Education Student Assistance Authority (HESAA),NJ,07060,,N/A,Web,09/12/2013,Closed with explanation,Yes,Yes,523113
08/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,FL,34655,,N/A,Web,08/19/2013,Closed with explanation,Yes,No,495459
09/17/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",NY,11710,,N/A,Postal mail,10/03/2013,Closed with explanation,Yes,Yes,530840
08/19/2013,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,"Carrington Mortgage Holdings, LLC.",GA,30094,,N/A,Referral,08/20/2013,Closed,Yes,No,495463
08/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",NY,14709,"Older American, Servicemember",N/A,Fax,09/10/2013,Closed with explanation,Yes,No,510336
09/12/2013,Credit card,,Other,,,,Wells Fargo & Company,DC,20008,,N/A,Referral,09/12/2013,Closed with explanation,Yes,No,525032
08/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Resurgent Capital Services L.P.,ME,04473,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510727
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OR,97639,,N/A,Phone,09/18/2013,Closed with explanation,Yes,No,531359
09/17/2013,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,AL,36330,,N/A,Referral,09/18/2013,Closed with non-monetary relief,Yes,No,531124
09/06/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",SC,29316,,N/A,Web,09/06/2013,Closed with explanation,Yes,Yes,517240
09/06/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",NJ,07978,,N/A,Web,09/06/2013,Closed with explanation,Yes,No,517730
09/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,OH,44120,Older American,N/A,Phone,09/06/2013,Closed with explanation,Yes,No,517664
08/30/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,OK,73115,Older American,N/A,Phone,09/03/2013,Closed with monetary relief,Yes,No,510744
08/19/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,ERC,TX,77044,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495009
08/19/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,NC,27530,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495494
09/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,91501,Older American,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524322
09/17/2013,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,Union Bank,CA,92114,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,530943
09/11/2013,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,Morgan Stanley,CA,91106,"Older American, Servicemember",N/A,Phone,09/13/2013,Closed with explanation,Yes,No,524325
08/30/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,FL,34685,"Older American, Servicemember",N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,510772
08/30/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,PA,19355,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510773
08/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,FL,33160,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,510778
09/06/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,CO,80221,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,517760
08/19/2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,Third Federal Savings & Loan,CA,94709,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,495515
08/19/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"TransUnion Intermediate Holdings, Inc.",OH,43229,,N/A,Web,08/19/2013,Closed with explanation,Yes,No,495518
08/30/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,VA,23323,,N/A,Web,09/04/2013,Closed with explanation,Yes,No,510779
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,KY,40517,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,510089
09/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,,,Quicken Loans,FL,32901,,N/A,Web,10/25/2013,Closed with explanation,Yes,No,517764
09/06/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Platinum Holdings Group, LLC",TX,76135,,N/A,Referral,09/06/2013,Closed with explanation,No,,517767
09/11/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Convergent Resources, Inc.",OH,45414,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,524340
09/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Community Choice Financial, Inc.",KY,41015,,N/A,Web,10/01/2013,Closed with explanation,Yes,No,517778
08/19/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,OH,43229,,N/A,Web,08/19/2013,Closed with explanation,Yes,No,495519
08/30/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,The Huntington National Bank,IN,46164,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510799
09/11/2013,Debt collection,Medical,Communication tactics,Threatened to take legal action,,,Grant Mercantile Agency,CA,91505,,N/A,Phone,10/31/2013,Closed with explanation,Yes,No,524356
09/11/2013,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,,,HSBC North America Holdings Inc.,NC,28079,Older American,N/A,Web,09/13/2013,Closed with explanation,Yes,No,523151
08/19/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,NY,11783,,N/A,Phone,08/20/2013,Closed with explanation,Yes,No,495173
09/06/2013,Credit card,,Other,,,,Discover,OH,43201,Older American,N/A,Phone,09/06/2013,Closed with explanation,Yes,No,517790
08/19/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Encore Capital Group,NC,28462,Servicemember,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495499
08/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,33127,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495555
09/11/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"SunTrust Banks, Inc.",VA,20171,,N/A,Phone,09/12/2013,Closed with explanation,Yes,No,524373
09/11/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Southwest Credit Systems, L.P.",TX,79927,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,524375
09/17/2013,Credit card,,Other,,,,TD Bank US Holding Company,FL,32778,,N/A,Web,09/18/2013,Closed with monetary relief,Yes,No,531000
09/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,CA,94609,,N/A,Web,09/16/2013,Closed with explanation,Yes,No,523159
09/17/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,PNC Bank N.A.,NC,28226,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,531015
08/30/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Fifth Third Financial Corporation,IL,60108,,N/A,Referral,09/10/2013,Closed with explanation,Yes,Yes,510830
08/30/2013,Credit card,,Other,,,,Capital One,OH,44904,,N/A,Referral,09/03/2013,Closed with monetary relief,Yes,No,510832
08/30/2013,Credit card,,Billing disputes,,,,Bank of America,CA,91606,,N/A,Referral,09/03/2013,Closed with non-monetary relief,Yes,No,510834
08/30/2013,Mortgage,Other mortgage,Other,,,,Wells Fargo & Company,PA,17225,,N/A,Referral,09/03/2013,Closed with explanation,Yes,No,510835
08/30/2013,Mortgage,Other mortgage,Other,,,,Wells Fargo & Company,GA,30228,,N/A,Referral,09/03/2013,Closed with explanation,Yes,No,510837
09/11/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,Allied Interstate LLC,CA,92869,,N/A,Phone,09/18/2013,Closed with non-monetary relief,Yes,No,524350
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,MO,63385,,N/A,Web,09/18/2013,Closed with explanation,Yes,Yes,531659
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,60619,,N/A,Referral,09/03/2013,Closed with explanation,Yes,No,510843
08/30/2013,Credit card,,Billing disputes,,,,Discover,KS,66048,,N/A,Referral,09/03/2013,Closed with monetary relief,Yes,No,509959
08/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NH,03813,,N/A,Referral,08/20/2013,Closed with explanation,Yes,No,495578
09/11/2013,Credit card,,Privacy,,,,Capital One,VA,23704,,N/A,Phone,09/12/2013,Closed with explanation,Yes,No,524397
09/06/2013,Credit card,,Billing disputes,,,,Discover,MD,21207,,N/A,Referral,09/06/2013,Closed with explanation,Yes,No,517823
09/06/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,20721,,N/A,Referral,09/09/2013,Closed,Yes,No,516786
09/11/2013,Debt collection,Auto,Disclosure verification of debt,Not disclosed as an attempt to collect,,,"Accelerated Financial Solutions, LLC",MO,63301,,N/A,Web,09/12/2013,Closed with non-monetary relief,Yes,No,524401
09/06/2013,Credit card,,Billing disputes,,,,Synchrony Financial,OH,43615,,N/A,Referral,09/09/2013,Closed with monetary relief,Yes,No,517830
08/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,95959,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495598
09/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,90212,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,531051
09/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CA,90807,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524424
08/30/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Round Point Mortgage,AL,36869,,N/A,Fax,09/04/2013,Closed with explanation,Yes,No,510868
08/30/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,PNC Bank N.A.,OH,43209,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510093
08/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33572,,N/A,Fax,10/09/2013,Closed with explanation,Yes,No,495590
09/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,GA,31520,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524435
09/11/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,Bank of America,CA,92805,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524438
09/06/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,TX,75034,,N/A,Web,10/30/2013,Closed with non-monetary relief,Yes,Yes,516785
09/06/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Citibank,FL,34953,Servicemember,N/A,Phone,09/09/2013,Closed with non-monetary relief,Yes,No,517853
09/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Expert Global Solutions, Inc.",MH,01585,,N/A,Phone,09/18/2013,Closed with explanation,Yes,No,531068
09/06/2013,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,,,"Navient Solutions, Inc.",WA,98366,,N/A,Web,09/06/2013,Closed with explanation,Yes,No,518973
