Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/11/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,CA,92683,,N/A,Web,09/25/2013,Closed with non-monetary relief,Yes,No,524440
09/11/2013,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MI,48001,,N/A,Referral,09/12/2013,Closed,Yes,No,524443
08/30/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Allied Interstate LLC,DE,19968,,N/A,Phone,09/03/2013,Closed with non-monetary relief,Yes,No,510879
09/11/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,,,,N/A,Phone,09/12/2013,Closed with non-monetary relief,Yes,No,524451
09/11/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,60706,,N/A,Phone,09/12/2013,Closed with explanation,Yes,No,524456
09/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,WA,98445,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524457
09/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,DC,20005,,N/A,Web,09/12/2013,Closed with non-monetary relief,Yes,No,524459
09/06/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Bank of America,CA,94523,,N/A,Web,09/06/2013,Closed with explanation,Yes,No,517869
09/06/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"ProCollect, Inc",TX,77627,,N/A,Web,09/09/2013,Closed with explanation,Yes,Yes,516811
09/17/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,"Peoples Home Equity, Inc.",IL,62062,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,531103
08/19/2013,Credit card,,Credit line increase/decrease,,,,Citibank,FL,33433,,N/A,Referral,08/20/2013,Closed with explanation,Yes,No,495656
09/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",MI,49107,,N/A,Web,09/18/2013,Closed with explanation,Yes,Yes,531110
09/06/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NY,11235,,N/A,Postal mail,10/01/2013,Closed with explanation,Yes,No,517888
08/19/2013,Credit card,,Arbitration,,,,Bank of America,OK,73170,,N/A,Web,08/19/2013,Closed with explanation,Yes,No,495665
09/11/2013,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,Experian,NY,11421,,N/A,Postal mail,09/12/2013,Closed with non-monetary relief,Yes,Yes,522661
09/17/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Bank of America,FL,32164,Older American,N/A,Web,09/17/2013,Closed with explanation,Yes,No,531877
08/30/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Wells Fargo & Company,CO,81403,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,510926
08/30/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,MN,55123,Older American,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510927
09/06/2013,Credit card,,Other fee,,,,Capital One,KY,40207,,N/A,Web,09/06/2013,Closed with monetary relief,Yes,No,517901
09/12/2013,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,,Wells Fargo & Company,VA,23320,Servicemember,N/A,Web,09/12/2013,Closed with non-monetary relief,Yes,No,524916
08/30/2013,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,M&T Bank Corporation,TX,78260,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,510954
09/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",FL,33027,,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,517220
08/19/2013,Credit card,,Late fee,,,,Amex,KS,67205,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495707
09/06/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,FL,33624,,N/A,Web,09/09/2013,Closed with explanation,Yes,Yes,518978
09/12/2013,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,,,"Navient Solutions, Inc.",CA,91304,,N/A,Postal mail,09/12/2013,Closed with explanation,Yes,No,524963
08/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,NY,11373,,N/A,Postal mail,08/21/2013,Closed with explanation,Yes,No,495714
09/12/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Stellar Recovery Inc.,WA,98282,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,524543
09/12/2013,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,Army and Air Force Exchange Service,CA,91915,Servicemember,N/A,Web,09/14/2013,Closed with explanation,Yes,No,524968
08/19/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Round Point Mortgage,NC,28732,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,495721
08/19/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,"LTD Financial Services, L.P.",AL,35022,"Older American, Servicemember",N/A,Web,08/19/2013,Closed with non-monetary relief,Yes,No,495695
09/12/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,OR,97378,Servicemember,N/A,Web,09/12/2013,Closed with non-monetary relief,Yes,Yes,524579
09/12/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase & Co.,CA,94501,,N/A,Referral,09/12/2013,Closed with explanation,Yes,No,524977
09/12/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,33146,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,524981
08/19/2013,Credit card,,Billing disputes,,,,Synchrony Financial,CT,06710,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,495003
08/19/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,VA,23220,Older American,N/A,Phone,08/22/2013,Closed with explanation,Yes,No,495014
09/12/2013,Debt collection,I do not know,Communication tactics,Threatened to take legal action,,,Tower Loan,MO,65757,,N/A,Web,09/24/2013,Closed with explanation,Yes,No,524986
08/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Wells Fargo & Company,OR,97526,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511004
08/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MA,01905,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,510070
08/19/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Wells Fargo & Company,FL,33021,Older American,N/A,Web,08/20/2013,Closed with monetary relief,Yes,No,495743
08/30/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,IL,60443,,N/A,Referral,09/03/2013,Closed with explanation,Yes,No,511058
09/17/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,FL,34668,Older American,N/A,Web,09/18/2013,Closed with explanation,Yes,No,531203
08/19/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"FAIR COLLECTIONS & OUTSOURCING, INC.",PA,19030,,N/A,Phone,08/20/2013,Closed with explanation,Yes,Yes,495688
09/06/2013,Credit card,,Payoff process,,,,Navy FCU,CA,92038,Older American,N/A,Web,09/09/2013,Closed with explanation,Yes,No,516988
08/19/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Barclays PLC,GA,31909,Older American,N/A,Postal mail,08/21/2013,Closed with explanation,Yes,No,495753
08/19/2013,Credit card,,Billing statement,,,,Synchrony Financial,CT,06710,,N/A,Web,08/19/2013,Closed with explanation,Yes,Yes,495005
08/19/2013,Debt collection,I do not know,Communication tactics,Used obscene/profane/abusive language,,,"Cavalry Investments, LLC",PA,18966,,N/A,Web,08/20/2013,Closed with non-monetary relief,Yes,No,495760
09/12/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Capital One,TX,78156,,N/A,Web,09/12/2013,Closed with explanation,Yes,Yes,525001
08/19/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,"Caliber Home Loans, Inc",AZ,85266,Older American,N/A,Web,08/21/2013,Closed with explanation,Yes,No,495770
09/12/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,IA,51503,,N/A,Web,09/12/2013,Closed with explanation,Yes,Yes,524831
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,92040,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,531218
09/17/2013,Mortgage,VA mortgage,"Application, originator, mortgage broker",,,,Land/Home Financial Services,CA,90044,,N/A,Phone,09/18/2013,Closed with explanation,Yes,Yes,531167
09/06/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,CA,92691,,N/A,Web,09/06/2013,Closed with non-monetary relief,Yes,Yes,516885
09/06/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,92122,,N/A,Web,09/06/2013,Closed with explanation,Yes,Yes,517246
09/06/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,CA,91786,,N/A,Web,09/06/2013,Closed with explanation,Yes,Yes,517900
09/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33063,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,530098
09/12/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,JPMorgan Chase & Co.,PA,15341,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,525017
09/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,92881,,N/A,Web,09/12/2013,Closed with explanation,Yes,Yes,525018
08/30/2013,Credit card,,Billing disputes,,,,Citibank,MI,48021,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511043
08/19/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,13142,Older American,N/A,Web,08/21/2013,Closed with explanation,Yes,No,495089
09/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,MD,20707,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,525025
09/17/2013,Consumer Loan,Personal line of credit,Managing the line of credit,,,,HSBC North America Holdings Inc.,MN,55306,Servicemember,N/A,Phone,09/23/2013,Closed with explanation,Yes,No,531238
09/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Linebarger Goggan Blair & Sampson, LLP",CA,90620,,N/A,Web,10/07/2013,Closed with explanation,Yes,No,518009
09/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,90025,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,531303
09/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,95687,,N/A,Referral,09/13/2013,Closed with explanation,Yes,No,524530
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,34741,,N/A,Web,09/18/2013,Closed with explanation,Yes,Yes,531259
09/12/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Amex,FL,33634,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,525049
09/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,Primary Financial Services L.L.C.,NV,89031,,N/A,Fax,09/12/2013,Closed with explanation,Yes,No,525054
08/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,DE,19803,,N/A,Postal mail,08/22/2013,Closed with explanation,Yes,Yes,496537
09/12/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,IN,46168,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,525072
08/19/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Wells Fargo & Company,TX,75056,,N/A,Web,08/21/2013,Closed with non-monetary relief,Yes,No,495830
08/19/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,08401,,N/A,Web,08/21/2013,Closed with explanation,Yes,No,495832
09/12/2013,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,Fifth Third Financial Corporation,MI,49230,,N/A,Referral,09/12/2013,Closed with explanation,Yes,No,525159
09/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,UT,84721,,N/A,Web,09/18/2013,Closed with non-monetary relief,Yes,No,531282
09/12/2013,Credit card,,Closing/Cancelling account,,,,Pentagon FCU,MD,20675,,N/A,Email,09/17/2013,Closed with explanation,Yes,No,524845
09/12/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,76115,,N/A,Postal mail,10/21/2013,Closed with explanation,Yes,No,525068
09/12/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,NV,89521,,N/A,Referral,09/12/2013,Closed with explanation,Yes,No,525116
09/06/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,"NRA Group, LLC",MD,21146,,N/A,Referral,10/22/2013,Closed with non-monetary relief,Yes,No,518065
09/17/2013,Debt collection,Non-federal student loan,Communication tactics,Used obscene/profane/abusive language,,,"Integrity Solution Services, Inc.",OH,44055,,N/A,Web,09/17/2013,Closed with explanation,Yes,No,531888
09/06/2013,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Eastpoint Recovery Group, Inc",NJ,08225,,N/A,Web,10/22/2013,Closed,Yes,No,516954
09/06/2013,Debt collection,Auto,Improper contact or sharing of info,Contacted employer after asked not to,,,"Westlake Services, LLC",TX,76207,,N/A,Phone,09/09/2013,Closed with explanation,Yes,No,518048
09/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,GA,30084,,N/A,Web,09/18/2013,Closed with explanation,Yes,No,531305
09/12/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"SunTrust Banks, Inc.",FL,32113,,N/A,Referral,09/12/2013,Closed with explanation,Yes,No,525190
09/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,FL,34492,,N/A,Referral,10/22/2013,Closed with explanation,Yes,No,524626
09/12/2013,Credit card,,Other,,,,Bank of America,WV,26062,,N/A,Referral,09/12/2013,Closed with explanation,Yes,Yes,525198
09/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,FL,33592,,N/A,Referral,09/12/2013,Closed with monetary relief,Yes,No,525179
09/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,FL,33825,,N/A,Referral,09/12/2013,Closed with explanation,Yes,No,525150
09/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,93065,,N/A,Referral,09/12/2013,Closed with monetary relief,Yes,No,525162
09/06/2013,Credit card,,Customer service / Customer relations,,,,Citibank,TX,78108,,N/A,Web,09/09/2013,Closed with monetary relief,Yes,No,518055
09/12/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",CA,90621,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,525100
09/18/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,GA,30005,,N/A,Web,09/18/2013,Closed with monetary relief,Yes,No,531906
09/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"West Bay Acquisitions, LLC",TX,77013,,N/A,Phone,09/09/2013,Closed,Yes,Yes,516939
09/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,30574,,N/A,Fax,09/12/2013,Closed with explanation,Yes,No,525107
09/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,,,Check Fraud Services,VA,23462,,N/A,Web,09/17/2013,Closed with explanation,No,,531918
09/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,TN,37115,,N/A,Web,09/12/2013,Closed with explanation,Yes,Yes,524545
